datapoint_id,cf1,cf2,cf3,cf4,cf5
8723,"Original Instance | Counterfactual
Market Segment: Groups | Market Segment: Offline TA/TO
Arrival Date Month: October | Arrival Date Month: March
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Deposit Type: Refundable | Deposit Type: Non Refund
Arrival Date Day Of Month: 11 | Arrival Date Day Of Month: 30
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 80.81 | ADR: 250.1
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Previous Cancellations: 0 | Previous Cancellations: 26
Arrival Date Month: October | Arrival Date Month: May
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Week Number: 42 | Arrival Date Week Number: 5
Reservation Status: Check-Out | Reservation Status: Cancellation"
10233,"Original Instance | Counterfactual
Market Segment: Corporate | Market Segment: Undefined
Booking Changes: 2 | Booking Changes: 0
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Previous Cancellations: 0 | Previous Cancellations: 26
Booking Changes: 2 | Booking Changes: 0
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Week Number: 8 | Arrival Date Week Number: 4
Market Segment: Corporate | Market Segment: Undefined
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Arrival Date Month: February | Arrival Date Month: August
Adults: 2 | Adults: 0
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Country: GBR | Country: SAU
Stays In Weekend Nights: 0 | Stays In Weekend Nights: 7
Reservation Status: Check-Out | Reservation Status: Cancellation"
52028,"Original Instance | Counterfactual
Country: PRT | Country: BLR
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Country: PRT | Country: AGO
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Country: PRT | Country: UKR
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Total Of Special Requests: 0 | Total Of Special Requests: 4
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Adults: 3 | Adults: 0
Reservation Status: Cancellation | Reservation Status: Check-Out"
16948,"Original Instance | Counterfactual
ADR: 68.0 | ADR: 343.9
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Lead Time: 64 | Lead Time: 392
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Non Refund
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Lead Time: 64 | Lead Time: 473
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Lead Time: 64 | Lead Time: 56
Total Of Special Requests: 2 | Total Of Special Requests: 1
Reservation Status: Cancellation | Reservation Status: Check-Out"
16376,"Original Instance | Counterfactual
Arrival Date Month: August | Arrival Date Month: March
Reserved Room Type: Family Room | Reserved Room Type: Presidential Suite
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Lead Time: 100 | Lead Time: 594
Hotel: Resort Hotel | Hotel: City Hotel
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Previous Cancellations: 0 | Previous Cancellations: 4
Stays In Week Nights: 2 | Stays In Week Nights: 10
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Adults: 2 | Adults: 26
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Adults: 2 | Adults: 4
Reservation Status: Check-Out | Reservation Status: Cancellation"
13260,"Original Instance | Counterfactual
Lead Time: 178 | Lead Time: 19
Total Of Special Requests: 2 | Total Of Special Requests: 3
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
ADR: 200.0 | ADR: 261.1
Booking Changes: 0 | Booking Changes: 7
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Month: August | Arrival Date Month: April
Booking Changes: 0 | Booking Changes: 4
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Week Number: 32 | Arrival Date Week Number: 25
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Week Number: 32 | Arrival Date Week Number: 24
Reservation Status: Cancellation | Reservation Status: Check-Out"
27378,"Original Instance | Counterfactual
Stays In Week Nights: 5 | Stays In Week Nights: 7
Adults: 2 | Adults: 5
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Booking Changes: 1 | Booking Changes: 20
Stays In Weekend Nights: 1 | Stays In Weekend Nights: 0
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Country: PRT | Country: FIN
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Stays In Weekend Nights: 1 | Stays In Weekend Nights: 5
Reserved Room Type: Executive Room | Reserved Room Type: Presidential Suite
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Country: PRT | Country: CUB
Reservation Status: Cancellation | Reservation Status: Check-Out"
22730,"Original Instance | Counterfactual
Lead Time: 169 | Lead Time: 416
Booking Changes: 0 | Booking Changes: 4
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Country: NLD | Country: KEN
Reserved Room Type: Standard Room | Reserved Room Type: Deluxe Room
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Country: NLD | Country: GLP
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Arrival Date Month: March | Arrival Date Month: August
Reserved Room Type: Standard Room | Reserved Room Type: Deluxe Room
Reservation Status: Cancellation | Reservation Status: Check-Out","Original Instance | Counterfactual
Booking Changes: 0 | Booking Changes: 7
Stays In Weekend Nights: 1 | Stays In Weekend Nights: 2
Reservation Status: Cancellation | Reservation Status: Check-Out"
23855,"Original Instance | Counterfactual
Lead Time: 74 | Lead Time: 355
Adults: 2 | Adults: 4
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Lead Time: 74 | Lead Time: 625
Booking Changes: 0 | Booking Changes: 4
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Refundable
Stays In Weekend Nights: 0 | Stays In Weekend Nights: 6
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Lead Time: 74 | Lead Time: 366
Adults: 2 | Adults: 0
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Lead Time: 74 | Lead Time: 629
Stays In Week Nights: 2 | Stays In Week Nights: 26
Reservation Status: Check-Out | Reservation Status: Cancellation"
28133,"Original Instance | Counterfactual
Adults: 2 | Adults: 5
Children: 0.0 | Children: 1.0
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Stays In Weekend Nights: 2 | Stays In Weekend Nights: 8
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Deposit Type: No Deposit | Deposit Type: Non Refund
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
ADR: 80.0 | ADR: 196.0
Reservation Status: Check-Out | Reservation Status: Cancellation","Original Instance | Counterfactual
Stays In Week Nights: 1 | Stays In Week Nights: 12
Reservation Status: Check-Out | Reservation Status: Cancellation"
